1|10248|11|14.0000|12|0.0
2|10248|42|9.8000|10|0.0
3|10248|72|34.8000|5|0.0
4|10249|14|18.6000|9|0.0
5|10249|51|42.4000|40|0.0
6|10250|41|7.7000|10|0.0
7|10250|51|42.4000|35|0.15000001
8|10250|65|16.8000|15|0.15000001
9|10251|22|16.8000|6|5.0000001E-2
10|10251|57|15.6000|15|5.0000001E-2
11|10251|65|16.8000|20|0.0
12|10252|20|64.8000|40|5.0000001E-2
13|10252|33|2.0000|25|5.0000001E-2
14|10252|60|27.2000|40|0.0
15|10253|31|10.0000|20|0.0
16|10253|39|14.4000|42|0.0
17|10253|49|16.0000|40|0.0
18|10254|24|3.6000|15|0.15000001
19|10254|55|19.2000|21|0.15000001
20|10254|74|8.0000|21|0.0
21|10255|2|15.2000|20|0.0
22|10255|16|13.9000|35|0.0
23|10255|36|15.2000|25|0.0
24|10255|59|44.0000|30|0.0
25|10256|53|26.2000|15|0.0
26|10256|77|10.4000|12|0.0
27|10257|27|35.1000|25|0.0
28|10257|39|14.4000|6|0.0
29|10257|77|10.4000|15|0.0
30|10258|2|15.2000|50|0.2
31|10258|5|17.0000|65|0.2
32|10258|32|25.6000|6|0.2
33|10259|21|8.0000|10|0.0
34|10259|37|20.8000|1|0.0
35|10260|41|7.7000|16|0.25
36|10260|57|15.6000|50|0.0
37|10260|62|39.4000|15|0.25
38|10260|70|12.0000|21|0.25
39|10261|21|8.0000|20|0.0
40|10261|35|14.4000|20|0.0
41|10262|5|17.0000|12|0.2
42|10262|7|24.0000|15|0.0
43|10262|56|30.4000|2|0.0
44|10263|16|13.9000|60|0.25
45|10263|24|3.6000|28|0.0
46|10263|30|20.7000|60|0.25
47|10263|74|8.0000|36|0.25
48|10264|2|15.2000|35|0.0
49|10264|41|7.7000|25|0.15000001
50|10265|17|31.2000|30|0.0
51|10265|70|12.0000|20|0.0
52|10266|12|30.4000|12|5.0000001E-2
53|10267|40|14.7000|50|0.0
54|10267|59|44.0000|70|0.15000001
55|10267|76|14.4000|15|0.15000001
56|10268|29|99.0000|10|0.0
57|10268|72|27.8000|4|0.0
58|10269|33|2.0000|60|5.0000001E-2
59|10269|72|27.8000|20|5.0000001E-2
60|10270|36|15.2000|30|0.0
61|10270|43|36.8000|25|0.0
62|10271|33|2.0000|24|0.0
63|10272|20|64.8000|6|0.0
64|10272|31|10.0000|40|0.0
65|10272|72|27.8000|24|0.0
66|10273|10|24.8000|24|5.0000001E-2
67|10273|31|10.0000|15|5.0000001E-2
68|10273|33|2.0000|20|0.0
69|10273|40|14.7000|60|5.0000001E-2
70|10273|76|14.4000|33|5.0000001E-2
71|10274|71|17.2000|20|0.0
72|10274|72|27.8000|7|0.0
73|10275|24|3.6000|12|5.0000001E-2
74|10275|59|44.0000|6|5.0000001E-2
75|10276|10|24.8000|15|0.0
76|10276|13|4.8000|10|0.0
77|10277|28|36.4000|20|0.0
78|10277|62|39.4000|12|0.0
79|10278|44|15.5000|16|0.0
80|10278|59|44.0000|15|0.0
81|10278|63|35.1000|8|0.0
82|10278|73|12.0000|25|0.0
83|10279|17|31.2000|15|0.25
84|10280|24|3.6000|12|0.0
85|10280|55|19.2000|20|0.0
86|10280|75|6.2000|30|0.0
87|10281|19|7.3000|1|0.0
88|10281|24|3.6000|6|0.0
89|10281|35|14.4000|4|0.0
90|10282|30|20.7000|6|0.0
91|10282|57|15.6000|2|0.0
92|10283|15|12.4000|20|0.0
93|10283|19|7.3000|18|0.0
94|10283|60|27.2000|35|0.0
95|10283|72|27.8000|3|0.0
96|10284|27|35.1000|15|0.25
97|10284|44|15.5000|21|0.0
98|10284|60|27.2000|20|0.25
99|10284|67|11.2000|5|0.25
100|10285|1|14.4000|45|0.2
101|10285|40|14.7000|40|0.2
102|10285|53|26.2000|36|0.2
103|10286|35|14.4000|100|0.0
104|10286|62|39.4000|40|0.0
105|10287|16|13.9000|40|0.15000001
106|10287|34|11.2000|20|0.0
107|10287|46|9.6000|15|0.15000001
108|10288|54|5.9000|10|0.1
109|10288|68|10.0000|3|0.1
110|10289|3|8.0000|30|0.0
111|10289|64|26.6000|9|0.0
112|10290|5|17.0000|20|0.0
113|10290|29|99.0000|15|0.0
114|10290|49|16.0000|15|0.0
115|10290|77|10.4000|10|0.0
116|10291|13|4.8000|20|0.1
117|10291|44|15.5000|24|0.1
118|10291|51|42.4000|2|0.1
119|10292|20|64.8000|20|0.0
120|10293|18|50.0000|12|0.0
121|10293|24|3.6000|10|0.0
122|10293|63|35.1000|5|0.0
123|10293|75|6.2000|6|0.0
124|10294|1|14.4000|18|0.0
125|10294|17|31.2000|15|0.0
126|10294|43|36.8000|15|0.0
127|10294|60|27.2000|21|0.0
128|10294|75|6.2000|6|0.0
129|10295|56|30.4000|4|0.0
130|10296|11|16.8000|12|0.0
131|10296|16|13.9000|30|0.0
132|10296|69|28.8000|15|0.0
133|10297|39|14.4000|60|0.0
134|10297|72|27.8000|20|0.0
135|10298|2|15.2000|40|0.0
136|10298|36|15.2000|40|0.25
137|10298|59|44.0000|30|0.25
138|10298|62|39.4000|15|0.0
139|10299|19|7.3000|15|0.0
140|10299|70|12.0000|20|0.0
141|10300|66|13.6000|30|0.0
142|10300|68|10.0000|20|0.0
143|10301|40|14.7000|10|0.0
144|10301|56|30.4000|20|0.0
145|10302|17|31.2000|40|0.0
146|10302|28|36.4000|28|0.0
147|10302|43|36.8000|12|0.0
148|10303|40|14.7000|40|0.1
149|10303|65|16.8000|30|0.1
150|10303|68|10.0000|15|0.1
151|10304|49|16.0000|30|0.0
152|10304|59|44.0000|10|0.0
153|10304|71|17.2000|2|0.0
154|10305|18|50.0000|25|0.1
155|10305|29|99.0000|25|0.1
156|10305|39|14.4000|30|0.1
157|10306|30|20.7000|10|0.0
158|10306|53|26.2000|10|0.0
159|10306|54|5.9000|5|0.0
160|10307|62|39.4000|10|0.0
161|10307|68|10.0000|3|0.0
162|10308|69|28.8000|1|0.0
163|10308|70|12.0000|5|0.0
164|10309|4|17.6000|20|0.0
165|10309|6|20.0000|30|0.0
166|10309|42|11.2000|2|0.0
167|10309|43|36.8000|20|0.0
168|10309|71|17.2000|3|0.0
169|10310|16|13.9000|10|0.0
170|10310|62|39.4000|5|0.0
171|10311|42|11.2000|6|0.0
172|10311|69|28.8000|7|0.0
173|10312|28|36.4000|4|0.0
174|10312|43|36.8000|24|0.0
175|10312|53|26.2000|20|0.0
176|10312|75|6.2000|10|0.0
177|10313|36|15.2000|12|0.0
178|10314|32|25.6000|40|0.1
179|10314|58|10.6000|30|0.1
180|10314|62|39.4000|25|0.1
181|10315|34|11.2000|14|0.0
182|10315|70|12.0000|30|0.0
183|10316|41|7.7000|10|0.0
184|10316|62|39.4000|70|0.0
185|10317|1|14.4000|20|0.0
186|10318|41|7.7000|20|0.0
187|10318|76|14.4000|6|0.0
188|10319|17|31.2000|8|0.0
189|10319|28|36.4000|14|0.0
190|10319|76|14.4000|30|0.0
191|10320|71|17.2000|30|0.0
192|10321|35|14.4000|10|0.0
193|10322|52|5.6000|20|0.0
194|10323|15|12.4000|5|0.0
195|10323|25|11.2000|4|0.0
196|10323|39|14.4000|4|0.0
197|10324|16|13.9000|21|0.15000001
198|10324|35|14.4000|70|0.15000001
199|10324|46|9.6000|30|0.0
200|10324|59|44.0000|40|0.15000001
201|10324|63|35.1000|80|0.15000001
202|10325|6|20.0000|6|0.0
203|10325|13|4.8000|12|0.0
204|10325|14|18.6000|9|0.0
205|10325|31|10.0000|4|0.0
206|10325|72|27.8000|40|0.0
207|10326|4|17.6000|24|0.0
208|10326|57|15.6000|16|0.0
209|10326|75|6.2000|50|0.0
210|10327|2|15.2000|25|0.2
211|10327|11|16.8000|50|0.2
212|10327|30|20.7000|35|0.2
213|10327|58|10.6000|30|0.2
214|10328|59|44.0000|9|0.0
215|10328|65|16.8000|40|0.0
216|10328|68|10.0000|10|0.0
217|10329|19|7.3000|10|5.0000001E-2
218|10329|30|20.7000|8|5.0000001E-2
219|10329|38|210.8000|20|5.0000001E-2
220|10329|56|30.4000|12|5.0000001E-2
221|10330|26|24.9000|50|0.15000001
222|10330|72|27.8000|25|0.15000001
223|10331|54|5.9000|15|0.0
224|10332|18|50.0000|40|0.2
225|10332|42|11.2000|10|0.2
226|10332|47|7.6000|16|0.2
227|10333|14|18.6000|10|0.0
228|10333|21|8.0000|10|0.1
229|10333|71|17.2000|40|0.1
230|10334|52|5.6000|8|0.0
231|10334|68|10.0000|10|0.0
232|10335|2|15.2000|7|0.2
233|10335|31|10.0000|25|0.2
234|10335|32|25.6000|6|0.2
235|10335|51|42.4000|48|0.2
236|10336|4|17.6000|18|0.1
237|10337|23|7.2000|40|0.0
238|10337|26|24.9000|24|0.0
239|10337|36|15.2000|20|0.0
240|10337|37|20.8000|28|0.0
241|10337|72|27.8000|25|0.0
242|10338|17|31.2000|20|0.0
243|10338|30|20.7000|15|0.0
244|10339|4|17.6000|10|0.0
245|10339|17|31.2000|70|5.0000001E-2
246|10339|62|39.4000|28|0.0
247|10340|18|50.0000|20|5.0000001E-2
248|10340|41|7.7000|12|5.0000001E-2
249|10340|43|36.8000|40|5.0000001E-2
250|10341|33|2.0000|8|0.0
251|10341|59|44.0000|9|0.15000001
252|10342|2|15.2000|24|0.2
253|10342|31|10.0000|56|0.2
254|10342|36|15.2000|40|0.2
255|10342|55|19.2000|40|0.2
256|10343|64|26.6000|50|0.0
257|10343|68|10.0000|4|5.0000001E-2
258|10343|76|14.4000|15|0.0
259|10344|4|17.6000|35|0.0
260|10344|8|32.0000|70|0.25
261|10345|8|32.0000|70|0.0
262|10345|19|7.3000|80|0.0
263|10345|42|11.2000|9|0.0
264|10346|17|31.2000|36|0.1
265|10346|56|30.4000|20|0.0
266|10347|25|11.2000|10|0.0
267|10347|39|14.4000|50|0.15000001
268|10347|40|14.7000|4|0.0
269|10347|75|6.2000|6|0.15000001
270|10348|1|14.4000|15|0.15000001
271|10348|23|7.2000|25|0.0
272|10349|54|5.9000|24|0.0
273|10350|50|13.0000|15|0.1
274|10350|69|28.8000|18|0.1
275|10351|38|210.8000|20|5.0000001E-2
276|10351|41|7.7000|13|0.0
277|10351|44|15.5000|77|5.0000001E-2
278|10351|65|16.8000|10|5.0000001E-2
279|10352|24|3.6000|10|0.0
280|10352|54|5.9000|20|0.15000001
281|10353|11|16.8000|12|0.2
282|10353|38|210.8000|50|0.2
283|10354|1|14.4000|12|0.0
284|10354|29|99.0000|4|0.0
285|10355|24|3.6000|25|0.0
286|10355|57|15.6000|25|0.0
287|10356|31|10.0000|30|0.0
288|10356|55|19.2000|12|0.0
289|10356|69|28.8000|20|0.0
290|10357|10|24.8000|30|0.2
291|10357|26|24.9000|16|0.0
292|10357|60|27.2000|8|0.2
293|10358|24|3.6000|10|5.0000001E-2
294|10358|34|11.2000|10|5.0000001E-2
295|10358|36|15.2000|20|5.0000001E-2
296|10359|16|13.9000|56|5.0000001E-2
297|10359|31|10.0000|70|5.0000001E-2
298|10359|60|27.2000|80|5.0000001E-2
299|10360|28|36.4000|30|0.0
300|10360|29|99.0000|35|0.0
301|10360|38|210.8000|10|0.0
302|10360|49|16.0000|35|0.0
303|10360|54|5.9000|28|0.0
304|10361|39|14.4000|54|0.1
305|10361|60|27.2000|55|0.1
306|10362|25|11.2000|50|0.0
307|10362|51|42.4000|20|0.0
308|10362|54|5.9000|24|0.0
309|10363|31|10.0000|20|0.0
310|10363|75|6.2000|12|0.0
311|10363|76|14.4000|12|0.0
312|10364|69|28.8000|30|0.0
313|10364|71|17.2000|5|0.0
314|10365|11|16.8000|24|0.0
315|10366|65|16.8000|5|0.0
316|10366|77|10.4000|5|0.0
317|10367|34|11.2000|36|0.0
318|10367|54|5.9000|18|0.0
319|10367|65|16.8000|15|0.0
320|10367|77|10.4000|7|0.0
321|10368|21|8.0000|5|0.1
322|10368|28|36.4000|13|0.1
323|10368|57|15.6000|25|0.0
324|10368|64|26.6000|35|0.1
325|10369|29|99.0000|20|0.0
326|10369|56|30.4000|18|0.25
327|10370|1|14.4000|15|0.15000001
328|10370|64|26.6000|30|0.0
329|10370|74|8.0000|20|0.15000001
330|10371|36|15.2000|6|0.2
331|10372|20|64.8000|12|0.25
332|10372|38|210.8000|40|0.25
333|10372|60|27.2000|70|0.25
334|10372|72|27.8000|42|0.25
335|10373|58|10.6000|80|0.2
336|10373|71|17.2000|50|0.2
337|10374|31|10.0000|30|0.0
338|10374|58|10.6000|15|0.0
339|10375|14|18.6000|15|0.0
340|10375|54|5.9000|10|0.0
341|10376|31|10.0000|42|5.0000001E-2
342|10377|28|36.4000|20|0.15000001
343|10377|39|14.4000|20|0.15000001
344|10378|71|17.2000|6|0.0
345|10379|41|7.7000|8|0.1
346|10379|63|35.1000|16|0.1
347|10379|65|16.8000|20|0.1
348|10380|30|20.7000|18|0.1
349|10380|53|26.2000|20|0.1
350|10380|60|27.2000|6|0.1
351|10380|70|12.0000|30|0.0
352|10381|74|8.0000|14|0.0
353|10382|5|17.0000|32|0.0
354|10382|18|50.0000|9|0.0
355|10382|29|99.0000|14|0.0
356|10382|33|2.0000|60|0.0
357|10382|74|8.0000|50|0.0
358|10383|13|4.8000|20|0.0
359|10383|50|13.0000|15|0.0
360|10383|56|30.4000|20|0.0
361|10384|20|64.8000|28|0.0
362|10384|60|27.2000|15|0.0
363|10385|7|24.0000|10|0.2
364|10385|60|27.2000|20|0.2
365|10385|68|10.0000|8|0.2
366|10386|24|3.6000|15|0.0
367|10386|34|11.2000|10|0.0
368|10387|24|3.6000|15|0.0
369|10387|28|36.4000|6|0.0
370|10387|59|44.0000|12|0.0
371|10387|71|17.2000|15|0.0
372|10388|45|7.6000|15|0.2
373|10388|52|5.6000|20|0.2
374|10388|53|26.2000|40|0.0
375|10389|10|24.8000|16|0.0
376|10389|55|19.2000|15|0.0
377|10389|62|39.4000|20|0.0
378|10389|70|12.0000|30|0.0
379|10390|31|10.0000|60|0.1
380|10390|35|14.4000|40|0.1
381|10390|46|9.6000|45|0.0
382|10390|72|27.8000|24|0.1
383|10391|13|4.8000|18|0.0
384|10392|69|28.8000|50|0.0
385|10393|2|15.2000|25|0.25
386|10393|14|18.6000|42|0.25
387|10393|25|11.2000|7|0.25
388|10393|26|24.9000|70|0.25
389|10393|31|10.0000|32|0.0
390|10394|13|4.8000|10|0.0
391|10394|62|39.4000|10|0.0
392|10395|46|9.6000|28|0.1
393|10395|53|26.2000|70|0.1
394|10395|69|28.8000|8|0.0
395|10396|23|7.2000|40|0.0
396|10396|71|17.2000|60|0.0
397|10396|72|27.8000|21|0.0
398|10397|21|8.0000|10|0.15000001
399|10397|51|42.4000|18|0.15000001
400|10398|35|14.4000|30|0.0
401|10398|55|19.2000|120|0.1
402|10399|68|10.0000|60|0.0
403|10399|71|17.2000|30|0.0
404|10399|76|14.4000|35|0.0
405|10399|77|10.4000|14|0.0
406|10400|29|99.0000|21|0.0
407|10400|35|14.4000|35|0.0
408|10400|49|16.0000|30|0.0
409|10401|30|20.7000|18|0.0
410|10401|56|30.4000|70|0.0
411|10401|65|16.8000|20|0.0
412|10401|71|17.2000|60|0.0
413|10402|23|7.2000|60|0.0
414|10402|63|35.1000|65|0.0
415|10403|16|13.9000|21|0.15000001
416|10403|48|10.2000|70|0.15000001
417|10404|26|24.9000|30|5.0000001E-2
418|10404|42|11.2000|40|5.0000001E-2
419|10404|49|16.0000|30|5.0000001E-2
420|10405|3|8.0000|50|0.0
421|10406|1|14.4000|10|0.0
422|10406|21|8.0000|30|0.1
